Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index,Predicted Performance Index (rounded)
6,75,No,4,2,61.728613542203284,62
2,89,No,4,7,65.52624208992538,66
4,81,Yes,5,4,63.590695456116414,64
2,67,No,9,6,45.36314668554382,45
4,55,Yes,5,8,37.91303190615401,38
5,54,No,8,6,40.22511476894453,40
3,79,Yes,9,2,60.243263180713036,60
7,89,No,4,6,79.63262990586861,80
4,70,Yes,9,1,53.7441689866615,54
6,42,Yes,6,8,30.88661764479489,31
4,87,Yes,9,2,71.24825697099959,71
9,72,Yes,5,2,68.33716681855685,68
6,65,No,8,1,53.29555547672894,53
2,55,Yes,6,3,31.68898993803183,32
4,55,Yes,5,5,37.31986146221478,37
7,59,No,9,4,51.127639489338684,51
4,93,No,6,5,75.89696532631083,76
2,40,Yes,4,8,16.434845809589596,16
8,81,No,4,3,73.75611019054534,74
7,43,No,4,2,32.01274967831336,32
5,54,No,8,8,40.62056173157068,41
8,90,Yes,7,7,85.76178782474182,86
7,47,No,8,1,37.831991791800796,38
4,99,No,6,8,82.59826441837652,83
1,66,No,8,2,40.20718910214014,40
1,70,Yes,8,9,46.257270101466624,46
2,69,No,5,4,45.058862776243636,45
2,54,No,8,8,32.038094953216905,32
8,40,No,9,8,35.43694828830842,35
1,92,Yes,6,7,67.2858549339461,67
6,55,Yes,4,4,42.35756254245852,42
6,77,Yes,8,4,66.69891408163843,67
9,49,No,9,3,46.47134611338401,46
2,76,Yes,5,6,53.174390693067984,53
9,51,Yes,4,7,47.46111399933388,47
2,59,No,6,5,35.562591801358316,36
8,88,No,5,7,82.15937416262426,82
7,91,No,5,1,81.16627533935775,81
1,83,Yes,7,6,58.412158437789024,58
3,41,Yes,4,1,18.929625141203736,19
6,56,No,4,9,43.770270525661,44
2,64,No,4,0,38.69164168687356,39
8,75,No,4,9,68.83432243029733,69
6,70,No,4,9,58.02257070462276,58
4,51,No,5,9,33.444738757332125,33
1,62,No,5,5,35.26961390862457,35
3,78,No,4,2,56.20021108791273,56
6,54,Yes,5,5,42.02348453976288,42
2,76,No,9,5,54.32761617642044,54
5,97,Yes,7,5,83.91002417324276,84
4,44,Yes,6,9,27.39873948991427,27
7,78,No,8,5,70.18155039903985,70
3,59,Yes,8,9,40.78067876547062,41
1,49,Yes,4,5,22.143046078388814,22
8,63,Yes,4,8,57.01427251744864,57
9,56,Yes,8,3,53.70520711023648,54
6,84,No,9,5,73.91507674506079,74
9,63,Yes,5,9,60.55903821555868,61
9,82,No,7,6,79.6867842073274,80
4,60,Yes,8,4,43.6709050597109,44
7,54,Yes,7,7,46.25219367653174,46
6,60,Yes,6,2,48.024662701295846,48
5,41,Yes,5,7,26.323830505330427,26
3,43,No,6,8,22.72824144307821,23
3,99,Yes,6,8,80.33137302364258,80
5,99,Yes,8,9,87.2231809385496,87
4,80,No,9,0,63.132729054175236,63
7,84,No,6,3,74.92179216984877,75
4,57,Yes,8,1,40.023670291708434,40
6,64,No,7,1,51.791314078028826,52
6,93,Yes,5,7,82.12176771521109,82
4,87,No,8,8,71.35444703681503,71
6,93,Yes,5,9,82.51721467783725,83
7,73,No,8,3,64.69599622964165,65
8,56,No,7,0,49.17106358478298,49
3,63,Yes,6,5,43.08943069094453,43
6,42,Yes,8,5,31.265887115547095,31
4,54,Yes,9,7,38.642166812869384,39
1,89,Yes,8,5,64.80878356194813,65
4,78,Yes,9,2,62.08606399880987,62
8,76,Yes,5,4,69.9438772871494,70
7,91,No,9,2,83.30887865005371,83
9,43,Yes,4,6,39.11921898718551,39
9,70,No,4,7,66.20959052035039,66
9,72,Yes,7,5,69.90277717718752,70
6,78,Yes,5,6,66.65372261358183,67
4,48,Yes,4,3,29.31204445276203,29
1,67,Yes,4,6,40.66515550408129,41
6,70,No,7,1,57.89944272615529,58
7,92,No,9,7,85.31551749797347,85
7,62,Yes,4,9,53.33315229795604,53
6,55,Yes,6,4,43.33000245714994,43
1,87,Yes,7,5,62.2865207218936,62
4,67,Yes,6,1,49.23144479056112,49
8,80,Yes,9,7,76.55401332588912,77
3,99,No,5,1,77.86715783238802,78
6,52,No,6,4,39.6820072683694,40
6,84,Yes,4,7,72.4733547856757,72
4,92,No,8,8,76.44455424358708,76
1,95,No,6,9,70.14143535591819,70
5,70,Yes,8,0,55.92104780745398,56
4,74,Yes,4,9,56.9669428158552,57
1,69,Yes,7,2,43.36896433357496,43
8,92,Yes,4,5,85.94372387278736,86
2,89,No,8,1,66.28478103142979,66
9,87,No,5,9,84.39762194334725,84
2,82,Yes,6,6,59.76873929854016,60
3,49,No,4,7,27.66620669520018,28
4,80,No,5,0,61.18784922479238,61
5,51,No,7,1,35.6962130809702,36
2,60,Yes,9,1,37.84231005421487,38
2,88,No,8,8,66.65082395926692,67
6,75,No,8,9,65.05755774077767,65
5,72,No,7,3,57.470110312039004,57
5,98,Yes,6,2,83.84865521331224,84
7,62,Yes,8,4,54.289414720773514,54
9,82,No,8,8,80.56845112729926,81
5,41,Yes,4,8,26.035334029297793,26
6,99,Yes,5,6,88.0321728820245,88
3,78,Yes,5,5,57.87353235391499,58
1,76,No,9,7,51.86224087959534,52
6,87,Yes,4,2,74.53880170317353,75
7,40,No,6,1,29.733401787628488,30
9,57,Yes,8,3,54.7232285515909,55
5,97,No,9,4,84.0908097419038,84
5,59,Yes,9,0,45.209031909901164,45
3,73,No,8,6,53.84587763577583,54
3,81,No,6,2,60.226715326667396,60
4,63,No,9,3,46.41953499508947,46
5,94,Yes,4,0,78.40868257057701,78
7,75,Yes,8,4,67.52369345838085,68
3,46,No,4,9,25.007589333763093,25
9,49,No,7,5,45.894353161318726,46
7,40,Yes,8,6,32.2883899736026,32
2,89,Yes,5,5,66.21094594936227,66
9,84,No,9,3,82.10209656078842,82
4,91,Yes,8,9,76.21818714826304,76
7,87,Yes,7,9,80.24234820385348,80
9,92,Yes,9,5,91.23564591896718,91
9,71,No,7,5,68.2908248711158,68
4,60,Yes,7,8,43.97557902761749,44
4,80,No,7,8,63.742076989988426,64
4,81,No,8,1,63.86225401949701,64
2,40,Yes,5,9,17.118789248248383,17
2,83,Yes,8,4,61.36375369195985,61
2,94,No,6,0,70.20472484219735,70
2,86,Yes,6,2,63.04993113870551,63
7,97,No,7,7,89.43318479005413,89
3,70,Yes,7,1,49.91090681251881,50
7,74,Yes,9,4,66.99189197437218,67
7,96,No,9,6,89.18987978207807,89
6,89,No,5,5,77.06030412244999,77
8,44,No,8,2,37.83647320850189,38
7,89,Yes,5,7,80.91050420924472,81
8,75,Yes,8,2,69.98906875520598,70
7,66,No,4,5,56.02041327340407,56
1,54,No,7,7,28.49332925510685,28
7,44,No,5,2,33.51699107701349,34
3,91,No,7,7,71.88176710412262,72
7,50,Yes,5,0,39.82360362723113,40
7,45,No,7,5,36.100622876998564,36
3,86,Yes,9,0,66.97396630756776,67
2,98,No,8,8,76.83103837281104,77
6,66,No,9,8,56.18386124462061,56
1,90,No,7,7,65.14210114386569,65
6,69,No,5,5,56.69987529536176,57
1,74,No,4,0,46.01103384096643,46
2,81,No,9,4,59.219999901879426,59
9,76,Yes,6,5,73.48864298525945,73
9,71,Yes,5,0,66.92369841457631,67
6,74,Yes,8,6,64.04029672020135,64
3,71,No,4,5,49.66723144237108,50
8,62,No,4,3,54.41370280481153,54
2,72,Yes,9,8,51.44263171965934,51
1,64,Yes,8,0,38.36963012152247,38
8,63,Yes,8,3,57.97053494026611,58
4,78,No,4,6,59.8519272726163,60
9,85,Yes,5,0,81.17599859353805,81
1,52,No,5,8,25.68256993901968,26
9,62,No,9,1,59.310177888365196,59
3,75,No,6,9,55.50265104773246,56
6,55,No,4,6,42.15907864036735,42
3,55,Yes,8,5,35.91769907480066,36
3,81,No,8,8,62.385496129237275,62
2,94,Yes,6,8,72.38044355741926,72
8,95,No,7,6,90.0602406854835,90
7,50,No,6,8,41.29768057036414,41
9,51,No,7,1,47.13950211877525,47
6,67,Yes,5,0,54.269145870804856,54
4,40,No,6,2,21.34865849058778,21
4,95,No,9,8,79.98483852499604,80
8,82,No,9,5,77.60067838125448,78
9,63,Yes,9,6,61.91074760100232,62
1,86,No,6,9,60.97924238372847,61
7,64,Yes,6,9,56.34163509535629,56
5,99,No,4,7,84.28892328182329,84
8,68,No,5,1,60.61260444765757,61
4,56,No,6,9,39.021065921449896,39
7,99,No,6,6,90.78528423410415,91
8,83,No,4,4,75.98987655456725,76
7,99,Yes,4,3,89.81360474019081,90
9,75,Yes,7,9,73.74773542650306,74
7,91,Yes,4,9,82.85577409723396,83
6,90,No,6,3,78.16909855852396,78
3,42,No,9,4,22.377985948508638,22
6,52,No,4,4,38.70956735367796,39
3,40,Yes,7,3,19.765710534512614,20
8,87,No,7,6,81.9160691546482,82
9,89,Yes,9,3,87.7861346322778,88
7,93,Yes,6,4,84.87563948806886,85
6,70,No,8,1,58.385662683501,58
8,48,No,9,4,42.79022589389141,43
3,69,Yes,6,7,49.59300630169715,50
3,98,No,7,2,78.01929978703811,78
2,97,Yes,5,9,75.14601140544985,75
9,76,No,5,9,73.1993860884487,73
7,55,Yes,4,5,45.41610828322285,45
1,76,Yes,7,3,50.69283790436892,51
3,63,Yes,9,9,45.33898448823398,45
6,48,Yes,4,0,34.440518527725324,34
3,62,No,7,0,40.97508093565313,41
8,74,No,7,7,68.8795138983539,69
6,46,No,6,2,33.17843165761676,33
8,69,Yes,4,5,62.52923072163588,63
9,74,Yes,8,4,72.22731653592896,72
4,96,No,7,9,80.2281435329721,80
8,72,Yes,7,8,67.63512536167548,68
6,92,Yes,5,3,80.3128523486044,80
3,67,Yes,5,3,46.27984953639031,46
9,42,Yes,7,1,38.571240011302855,39
4,57,Yes,4,1,38.07879046232558,38
2,92,Yes,5,3,68.86956331079935,69
2,66,No,7,4,42.97723836687184,43
7,40,No,7,6,31.20823915153958,31
7,45,No,9,7,37.46850975431614,37
9,50,Yes,6,2,46.426915066105515,46
6,73,Yes,4,8,61.47284241209024,61
8,78,No,8,1,72.25147873323883,72
8,60,No,5,2,52.666156398135335,53
1,95,No,8,4,70.12525786404424,70
1,52,Yes,6,3,25.774103354517322,26
2,77,Yes,8,5,55.45334852514646,55
1,91,Yes,6,3,65.47693956733937,65
7,40,No,8,2,30.903565183632985,31
5,78,Yes,6,6,64.2791203114763,64
5,71,Yes,5,0,55.480409376771256,55
9,88,No,8,8,86.67657977542572,87
6,43,No,4,5,29.745097862801337,30
1,48,No,9,5,22.962193559045666,23
8,45,No,9,0,38.94526764457587,39
7,93,Yes,4,6,84.29864653600356,84
8,74,No,5,5,67.51162702103633,68
6,57,No,8,8,46.53544831508518,47
1,99,No,6,1,72.6317332708312,73
7,54,No,6,7,45.17204285446871,45
2,56,Yes,5,3,32.22079142204051,32
7,82,No,4,4,72.11103285376157,72
2,54,No,8,0,30.456307102712294,30
2,58,No,8,4,35.319286793382254,35
4,65,No,5,2,46.31297456710235,46
2,61,No,9,0,38.06867714953889,38
9,62,No,6,7,59.03785890420652,59
3,52,Yes,4,7,31.314201883980722,31
4,67,Yes,7,1,49.717664747906845,50
6,96,No,6,6,84.87039765058967,85
8,76,No,9,4,71.29482625181492,71
6,83,Yes,6,7,72.4277732590127,72
1,72,No,6,4,45.738324798201326,46
6,83,Yes,7,1,71.72765232847993,72
7,84,Yes,7,6,76.595113435851,77
4,75,Yes,8,9,59.92984408659246,60
9,58,Yes,4,2,53.598646682249374,54
7,72,Yes,9,4,64.95584909166334,65
1,83,No,4,5,56.16184421972151,56
7,86,No,5,7,77.26250902046417,77
9,50,No,9,9,48.67570844261687,49
8,81,No,6,2,74.5308266239237,75
6,41,Yes,7,8,30.354816160786193,30
3,65,Yes,6,6,45.323197054966435,45
7,56,No,4,0,44.851581453294564,45
3,56,No,9,3,36.43256264615733,36
2,69,Yes,9,1,47.00450302640457,47
3,79,No,6,0,57.79522548133243,58
4,63,Yes,5,9,46.25492691830238,46
6,43,No,8,9,32.4808716174365,32
5,77,No,9,1,63.13721047087635,63
5,68,Yes,8,9,55.664516256562855,56
1,91,No,6,2,64.68528522130899,65
4,45,No,9,9,29.281489938588514,29
7,85,No,6,7,76.73070753645547,77
2,52,Yes,4,5,28.05793266190331,28
6,70,No,7,4,58.49261317009452,58
2,87,Yes,7,3,64.75189601871872,65
1,94,Yes,6,3,68.5310038914026,69
7,52,No,8,5,43.71299292382516,44
9,46,No,8,5,43.3265087946012,43
2,78,No,8,4,55.67971562047048,56
1,78,No,7,8,53.12356732892581,53
6,97,Yes,5,4,85.60068303668953,86
3,81,No,6,6,61.0176092519197,61
2,44,Yes,5,1,19.609087163161426,20
7,40,Yes,8,9,32.88156041754183,33
1,77,No,6,5,51.02615548628646,51
2,54,Yes,4,7,30.489422507238295,30
7,69,No,6,1,59.25602358690643,59
5,71,No,5,8,56.46826636255856,56
8,53,No,5,2,45.54000630865446,46
5,67,Yes,6,1,52.09226705001239,52
5,63,No,5,5,47.730924387784036,48
2,68,Yes,9,6,46.975098991615546,47
4,73,No,7,9,56.813650381820615,57
2,69,No,8,3,46.319799166967705,46
1,55,Yes,7,4,29.51211111723935,30
4,42,No,4,9,23.796325827796714,24
8,97,No,9,7,93.2664469641968,93
9,83,Yes,7,3,80.70556606945988,81
5,64,No,7,3,49.32593878120371,49
1,80,No,6,3,53.68477284772354,54
1,83,No,5,3,56.25261721444107,56
3,43,Yes,6,1,21.93810793860399,22
1,46,Yes,5,0,18.58658430510591,19
7,85,Yes,8,0,76.91301394667266,77
8,48,No,8,2,41.90855897391955,42
6,59,No,8,0,46.9897033472894,47
4,40,Yes,8,5,23.508199713935745,24
8,93,Yes,5,1,86.65707134623517,87
1,66,No,8,2,40.20718910214014,40
9,60,Yes,8,1,57.38184591302798,57
6,63,Yes,9,3,52.7351103787093,53
7,74,Yes,5,7,65.64018258892852,66
7,60,No,5,8,50.99167502656254,51
1,99,Yes,9,3,75.07977097021183,75
9,52,Yes,7,7,49.937795312725434,50
1,46,No,8,1,19.649036793738816,20
2,63,Yes,7,6,40.912551870152065,41
5,82,No,5,2,66.48016132957864,66
2,52,No,6,1,27.645547786625123,28
7,78,No,5,0,67.73427312043734,68
3,91,Yes,6,7,71.98947801149421,72
7,61,Yes,8,0,52.48049935416679,52
6,51,Yes,9,3,40.51885308245637,41
3,97,No,7,1,76.80355486437062,77
7,83,Yes,5,9,75.19782252374438,75
3,98,Yes,7,4,79.00867761438158,79
6,66,Yes,4,9,54.544415803922426,55
7,62,Yes,8,0,53.49852079552121,53
3,69,No,6,2,48.01045803041446,48
7,74,No,8,1,65.31857070836992,65
7,64,Yes,4,8,55.17147169935178,55
7,71,No,4,1,60.31962655492382,60
9,63,No,7,9,60.93754726553281,61
7,75,Yes,6,1,65.95808309975021,66
2,81,Yes,4,9,58.37144838643356,58
6,70,No,9,2,59.06960612215979,59
2,71,No,6,7,48.1742960602374,48
3,59,Yes,6,3,38.621897962900725,39
8,98,Yes,8,2,93.40356190635745,93
4,79,No,8,5,62.6171050620405,63
6,57,Yes,6,5,45.56376882117184,46
2,85,Yes,9,5,64.08374001332746,64
7,74,No,9,8,67.18885503490716,67
7,42,No,6,3,32.16489163296347,32
7,43,Yes,9,6,35.828674255011556,36
1,44,No,4,8,17.052178450838674,17
6,68,No,9,7,58.02218064601636,58
6,41,No,8,5,29.653934809475366,30
8,66,No,7,2,59.74672496095325,60
8,72,No,4,6,65.18708766229489,65
8,60,No,5,3,52.86387987944841,53
9,70,No,9,3,67.84979638182665,68
8,92,No,7,5,86.80845288010715,87
4,88,Yes,4,6,70.62607255087772,71
2,64,No,6,3,40.25725204550421,40
2,44,Yes,4,0,18.925143724502632,19
2,59,Yes,6,2,35.563352222136395,36
1,68,No,7,8,42.9433529153817,43
2,48,Yes,6,2,24.36511636723786,24
4,67,No,7,8,50.50779825238107,51
2,66,No,4,5,41.71630197614777,42
8,47,Yes,8,6,42.275362322534754,42
7,67,No,8,3,58.58786758151518,59
8,87,No,5,3,80.35045879601753,80
5,69,No,7,6,55.009216431915,55
6,61,Yes,6,1,48.844960661337176,49
2,59,No,8,3,36.139584753423584,36
5,42,No,6,2,26.24552363274787,26
6,44,No,5,1,30.458445336249163,30
7,65,No,8,3,56.55182469880635,57
8,96,Yes,8,5,91.96068946758786,92
7,52,Yes,6,9,44.12537779910334,44
5,54,No,4,9,38.873405383500916,39
6,65,No,4,0,51.15295216603301,51
4,87,Yes,8,9,72.14610138284542,72
5,48,No,5,3,32.0651558048417,32
8,82,No,8,5,77.11445842390879,77
8,45,Yes,9,9,41.318709841110866,41
3,42,No,8,9,22.88038339772831,23
5,53,No,7,0,37.534532482365954,38
8,63,No,5,8,56.90656161007704,57
3,83,Yes,9,1,64.11762546481759,64
9,54,Yes,7,3,51.18294427018194,51
6,76,Yes,4,3,63.53828932958809,64
6,83,Yes,6,9,72.82322022163885,73
2,42,Yes,6,8,19.44332860698985,19
4,73,No,7,4,55.82503297525523,56
3,92,No,8,0,72.00194413363118,72
9,78,Yes,6,7,75.92013283059441,76
2,82,No,9,2,59.842574380607694,60
2,85,Yes,4,7,62.04808718922505,62
9,71,No,4,6,67.02988848039172,67
4,82,No,6,6,64.89645295272538,65
4,87,No,5,2,68.70944627689943,69
2,96,No,8,2,73.60865460222374,74
1,86,Yes,5,0,59.30744195928238,59
8,79,Yes,8,6,74.85204844587594,75
6,42,No,4,9,29.517970346699236,30
1,85,Yes,7,8,60.843648283124004,61
9,50,No,5,8,46.533105131920955,47
8,61,No,6,9,55.554462166027,56
8,61,Yes,9,3,56.420712014902996,56
2,57,Yes,7,5,34.60669974071251,35
9,95,Yes,4,5,91.85861045630185,92
8,84,No,4,6,77.40334495854782,77
7,90,Yes,8,9,83.78263248526241,84
4,48,Yes,7,8,31.759321731364558,32
5,62,No,5,9,47.50379687168192,48
2,63,Yes,6,9,41.01950235674557,41
3,79,Yes,4,9,59.19622776317599,59
7,46,No,9,8,38.684254676983635,39
9,56,Yes,5,9,53.43288812607779,53
5,94,No,5,9,80.08048299502309,80
2,41,No,6,5,17.2382058569789,17
5,74,Yes,4,2,58.44370070611492,58
7,67,No,5,8,58.11782511604343,58
9,58,Yes,7,2,55.05730655428652,55
7,77,No,7,6,68.87503248165282,69
1,94,Yes,8,4,69.70116728740712,70
5,74,Yes,7,1,59.70463709683899,60
9,57,No,7,1,53.24763076690173,53
4,50,Yes,9,3,33.779187122199424,34
2,49,Yes,6,0,24.98769084596612,25
1,56,Yes,8,9,32.00496992250485,32
1,65,No,8,9,40.573232029977255,41
1,70,Yes,4,0,42.532878940266066,43
4,71,Yes,5,1,52.817310598633064,53
6,60,Yes,9,1,49.285599092019915,49
1,99,Yes,4,3,72.64867118348323,73
7,57,No,8,9,49.59399405584953,50
6,54,No,9,7,43.769880467054584,44
8,40,No,7,7,34.266784892303924,34
5,90,No,5,5,75.21750330435316,75
6,81,No,4,7,68.82535959689514,69
7,84,No,7,0,74.81484168325525,75
7,85,No,9,5,77.79392044586646,78
1,50,Yes,4,2,22.567897075803998,23
3,63,No,4,2,40.92988946759656,41
6,91,Yes,9,1,80.84426377400666,81
1,73,Yes,9,1,48.21576653237097,48
7,43,Yes,4,3,32.80440402434376,33
5,49,Yes,5,0,33.08393766697419,33
6,41,Yes,7,8,30.354816160786193,30
4,77,Yes,6,5,60.20255312935755,60
6,67,No,6,7,55.54549933262479,56
4,40,No,9,4,23.20276532525107,23
4,48,No,7,7,30.967667385334174,31
3,44,No,6,9,23.9439863657457,24
8,81,Yes,5,1,74.44081404998224,74
3,97,Yes,7,1,77.39748572908795,77
2,60,No,6,6,36.7783367240258,37
8,47,No,6,7,40.90671502443909,41
3,56,No,4,5,34.3969098220549,34
1,88,Yes,7,4,63.10681868193493,63
5,79,No,9,8,66.5573177227767,67
1,46,No,8,5,20.43993071899112,20
7,46,No,7,8,37.7118147622922,38
6,54,No,7,2,41.80882314579778,42
7,46,No,5,0,35.15758699709615,35
4,86,No,8,4,69.5455316702083,70
6,61,No,6,0,48.05330631530679,48
3,89,No,9,3,70.02727021085292,70
6,55,Yes,7,0,43.02532848924334,43
8,77,Yes,7,9,72.92295604976061,73
9,77,No,4,4,72.74257016589203,73
7,80,No,8,0,71.2289758751833,71
2,98,Yes,6,7,76.25480584152382,76
2,43,Yes,7,8,20.947570005689975,21
2,61,No,8,7,38.96652156138472,39
2,97,Yes,7,9,76.1184513201413,76
6,76,No,9,9,66.56179913947778,67
4,61,Yes,8,0,43.89803257581301,44
3,52,No,6,7,31.692710933954835,32
5,76,Yes,8,5,63.01779386214583,63
6,76,Yes,4,0,62.94511888564886,63
4,84,No,8,6,67.90493575012565,68
4,79,No,5,2,60.56527474606413,61
5,84,No,9,2,70.46108404167032,70
8,92,No,5,7,86.23145992804189,86
9,79,Yes,6,9,77.33360123457499,77
4,94,No,5,9,77.21966073557184,77
4,48,No,4,6,29.311284031983952,29
1,71,Yes,6,7,45.907404665503456,46
3,90,Yes,9,9,72.82556340480309,73
1,91,Yes,5,6,65.58389005393289,66
9,88,Yes,6,2,85.11172983757317,85
4,69,Yes,8,6,53.228544994526764,53
2,97,No,7,0,73.74500912360628,74
4,42,Yes,9,2,25.437292110051054,25
6,90,Yes,5,0,77.68363902195634,78
7,97,No,9,9,90.8010716673717,91
9,65,No,8,8,63.262086624274254,63
5,69,No,5,4,53.64132955459743,54
8,96,No,7,0,89.89192123895944,90
3,57,Yes,5,7,36.89052904809849,37
8,95,No,9,2,90.24178667492262,90
5,42,Yes,7,3,27.523397936123963,28
3,79,Yes,5,5,58.89155379526941,59
9,68,No,5,2,63.6711501884219,64
9,90,No,8,2,87.5262817702561,88
7,64,Yes,7,0,55.04834372088431,55
6,53,Yes,6,9,42.28257698100649,42
2,77,Yes,6,7,54.87635557308119,55
9,47,Yes,8,7,45.333908063299084,45
1,75,No,5,3,48.10844568360577,48
4,55,Yes,6,3,37.41063445693434,37
1,53,Yes,6,1,26.396677833245583,26
2,64,No,7,1,40.34802504022378,40
7,43,No,4,4,32.408196640939515,32
1,96,No,8,3,70.94555582408555,71
2,60,Yes,5,4,36.49060066877124,36
2,83,Yes,9,7,62.44314409324479,62
5,64,No,8,8,50.8007761451148,51
7,49,Yes,4,5,39.30797963509638,39
8,91,No,8,4,86.0789279147854,86
1,68,No,4,4,40.693799118092265,41
7,49,Yes,8,9,42.04375338973154,42
2,88,Yes,5,6,65.39064798932091,65
3,61,Yes,6,3,40.65794084560955,41
7,65,Yes,6,7,56.964209574084556,57
9,48,No,5,3,43.50844484264673,44
4,70,No,5,4,51.798528736500565,52
2,63,Yes,5,8,40.33555891808678,40
6,48,No,7,4,36.09614146029747,36
6,62,Yes,4,8,50.274606557191696,50
5,75,Yes,9,6,62.68371585945021,63
6,93,Yes,5,5,81.72632075258494,82
8,67,No,7,9,62.14881077149918,62
8,96,No,8,3,90.97131164024438,91
5,81,No,7,9,67.81864417210716,68
7,81,Yes,9,6,74.51348902647922,75
6,56,Yes,7,0,44.04334993059776,44
6,63,No,9,9,53.32752040187045,53
5,54,Yes,6,2,39.055711793718125,39
9,83,No,7,3,80.11163520474258,80
6,59,Yes,6,5,47.59981170388067,48
9,43,No,7,7,40.18167147581841,40
9,44,Yes,4,4,39.741793465913766,40
9,92,Yes,9,4,91.03792243765412,91
3,47,No,7,3,26.297929759276187,26
1,61,Yes,7,6,36.01568672799197,36
8,81,Yes,9,4,76.97886432330432,77
5,61,No,4,7,45.60410851035565,46
7,49,No,9,0,40.15653115054226,40
6,54,No,4,7,41.33878068032602,41
6,47,Yes,8,4,36.15827084100608,36
5,70,No,7,8,56.42268483589556,56
7,61,No,8,5,52.87518589601486,53
4,47,No,4,8,28.68870955325569,29
7,43,No,8,2,33.95762950769622,34
8,69,No,6,0,61.91912236504461,62
1,57,No,6,3,30.270279696572082,30
1,92,Yes,4,6,66.11569153794161,66
1,68,No,8,1,42.04550850353588,42
6,83,No,5,0,69.96355806775813,70
8,46,Yes,8,8,41.652787843806486,42
3,90,No,5,9,70.28675271070293,70
8,95,No,9,4,90.63723363754877,91
4,63,No,4,8,44.977052614926286,45
2,58,No,9,7,36.398677194667194,36
9,98,Yes,7,4,96.17361117108914,96
2,89,No,6,9,66.89412896724295,67
7,95,Yes,6,5,87.10940585209076,87
7,67,Yes,7,6,59.288748932826,59
1,80,Yes,5,4,53.99020723640822,54
5,93,No,4,2,77.19217722713145,77
8,73,No,5,4,66.29588209836885,66
1,49,No,7,9,23.798669010960957,24
5,80,No,8,9,67.28684268809846,67
6,65,No,7,7,53.995676407261676,54
8,69,Yes,9,4,64.76260702705136,65
5,59,Yes,9,0,45.209031909901164,45
4,47,Yes,9,8,31.713740204701573,32
4,99,Yes,6,1,81.80813091390229,82
5,54,Yes,6,6,39.84660571897043,40
7,44,No,6,6,34.79410495961151,35
6,74,No,6,9,63.06709638473183,63
5,96,No,4,1,80.0485180698816,80
9,78,No,9,3,75.99396791266193,76
3,73,Yes,4,6,52.494928671110294,52
4,99,No,9,5,83.46375384647445,83
7,54,Yes,8,6,46.54069015256437,47
1,95,Yes,6,6,70.14219577669627,70
9,40,No,9,3,37.309153141194294,37
1,67,No,9,4,42.10687746346641,42
9,40,Yes,5,3,35.958204176528746,36
9,90,No,7,3,87.23778529422347,87
9,80,No,7,8,78.04618828724472,78
7,51,No,4,0,39.7614742465225,40
6,44,Yes,8,0,32.313312591690526,32
2,53,No,6,5,29.454463153231842,29
9,87,Yes,8,5,85.65931875484941,86
8,75,Yes,6,1,68.81890535920147,69
2,54,Yes,8,1,31.24796144874268,31
6,58,Yes,9,8,48.63362057850262,49
1,44,No,5,5,16.945227964245156,17
2,82,No,9,2,59.842574380607694,60
3,78,No,9,3,58.829034355954384,59
9,44,No,9,9,42.567579794490406,43
9,91,No,7,0,87.66263629163865,88
3,75,No,7,4,55.00025359851279,55
3,57,Yes,5,6,36.69280556678542,37
9,68,No,8,2,65.12981006045905,65
5,44,Yes,5,3,28.587000904141355,29
7,64,Yes,6,8,56.14391161404321,56
9,49,Yes,8,9,47.765397908634064,48
7,63,No,9,6,55.59517221738249,56
2,89,Yes,4,3,65.32927902939039,65
5,60,No,9,0,45.63312248653826,46
6,64,No,5,5,51.609768088589696,52
2,86,No,6,5,63.04917071792742,63
9,83,Yes,6,5,80.61479307474033,81
8,89,Yes,8,2,84.24136893416775,84
8,62,Yes,6,1,55.58462662159412,56
3,52,No,7,4,31.58576044736133,32
7,70,Yes,4,4,60.48870642222594,60
1,80,No,9,0,54.55026227582146,55
5,95,No,8,8,82.3594408271016,82
5,89,No,6,0,73.69708441377907,74
1,77,Yes,7,4,51.908582827036405,52
7,61,No,8,0,51.88656848944948,52
1,54,No,9,6,29.26804568848521,29
1,42,Yes,8,9,17.752669743543095,18
6,93,Yes,8,1,82.39408669936978,82
6,45,No,8,2,33.13285013095379,33
6,65,Yes,5,4,53.02399691334835,53
3,40,No,8,8,20.646617033706406,21
6,58,No,7,4,46.27635587384159,46
3,46,No,7,7,26.07080224317408,26
8,59,No,8,7,54.095412235383456,54
5,69,Yes,6,3,54.52375689534737,55
7,70,No,9,4,62.3258753442372,62
9,57,No,4,1,51.78897089486458,52
4,80,Yes,5,1,61.979503570822764,62
3,40,Yes,7,9,20.952051422391072,21
3,98,No,6,5,78.12625027363163,78
3,61,Yes,8,6,42.2235512042402,42
7,55,No,4,3,44.42673045587939,44
9,41,No,6,9,38.05485559839003,38
1,94,Yes,9,9,71.17600465131821,71
2,65,Yes,9,5,43.723311186239236,44
8,44,No,7,8,38.53659413903464,39
3,73,No,8,1,52.857260229210446,53
8,89,Yes,6,0,82.87348205685015,83
6,64,Yes,8,8,54.25552926928338,54
9,87,Yes,7,2,84.57992835356447,85
5,93,Yes,4,9,79.17017246104027,79
